Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetition,Adjusted Rand Index,Modularity,Seconds,Moves,Converged,Final Coalitions,Initial Adjusted Rand Index
LocPop,Karate Club,AE,Ld,0.4,0.4,1,0.727509778357236,0.30092202170124244,0.000646800035610795,9.0,1.0,4.0,0.4751811670087547
LocPop,Karate Club,AE,S,0.4,0.4,1,0.727509778357236,0.30092202170124244,0.0007703999290242791,31.0,1.0,4.0,0.0
LocPop,Karate Club,AE,P,0.4,0.4,1,0.727509778357236,0.30092202170124244,0.0008195999544113874,17.0,1.0,4.0,-0.01108213820078227
Louvain,Karate Club,-,-,,,2,0.46459109844332386,0.44490358126721763,0.006569599965587258,,,,
Leiden,Karate Club,-,-,,,2,0.39223854417890813,0.440181031090122,0.012091799988411367,,,,
LocPop,Karate Club,B,Ld,0.2,0.2,2,0.1328306907639428,0.28966848447367927,0.0008133999072015285,14.0,1.0,16.0,0.38182148855819326
LocPop,Karate Club,B,S,0.2,0.2,2,0.10592938041305797,0.24992035381645772,0.0007273999508470297,15.0,1.0,19.0,0.0
LocPop,Karate Club,B,P,0.2,0.2,2,0.11721611721611722,0.25512078109480707,0.0007055000169202685,26.0,1.0,19.0,0.05128205128205128
LocPop,Karate Club,AF,Ld,0.2,0.2,2,0.15553339980059822,0.32649313168793687,0.0006674999604001641,12.0,1.0,15.0,0.44266666666666665
LocPop,Karate Club,AF,S,0.2,0.2,2,0.12473643324825213,0.2844774273345702,0.0009907999774441123,18.0,1.0,17.0,0.0
LocPop,Karate Club,AF,P,0.2,0.2,2,0.1360106500998447,0.2747699630816514,0.0007935999892652035,26.0,1.0,18.0,0.033503439094741516
LocPop,Karate Club,AE,Ld,0.2,0.2,2,0.10256410256410256,0.26318847098067877,0.0007039000047370791,18.0,1.0,18.0,0.30170846964740095
LocPop,Karate Club,AE,S,0.2,0.2,2,0.09463512162612463,0.22558610220947883,0.0007098999340087175,14.0,1.0,20.0,0.0
LocPop,Karate Club,AE,P,0.2,0.2,2,0.10216546363131594,0.24550701823429097,0.0007183999987319112,27.0,1.0,20.0,0.03620210993892282
LocPop,Karate Club,B,Ld,0.25,0.35,2,0.1328306907639428,0.28966848447367927,0.0008591000223532319,14.0,1.0,16.0,0.38182148855819326
