Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetition,Adjusted Rand Index,Silhouette Score,Seconds,Moves,Converged,Final Coalitions,Initial Adjusted Rand Index
LocStab,Moons,B,D,0.2,0.2,5,0.23608261650532836,0.46633722421439433,0.0609469999326393,239.0,1.0,10.0,0.23859412265604218
LocStab,Moons,AF,S,0.2,0.2,5,0.264989852820294,0.25859371977598683,0.07901800004765391,288.0,1.0,12.0,0.0
LocStab,Moons,AF,P,0.2,0.2,5,0.3459469488947363,-0.18174598732755623,0.03970700001809746,146.0,1.0,5.0,-0.0019953601686256836
LocStab,Moons,AF,KM,0.2,0.2,5,0.4605959731543624,0.4866638448090901,0.00966139999218285,2.0,1.0,2.0,0.9734222380777103
LocStab,Moons,AF,D,0.2,0.2,5,0.9933554078979533,0.01750248885427212,0.009225600049830973,0.0,1.0,3.0,1.0
LocStab,Moons,AE,S,0.2,0.2,5,0.13547041804716678,0.3016532950412063,0.07118159998208284,281.0,1.0,19.0,0.0
LocStab,Moons,AE,P,0.2,0.2,5,0.2205734910767997,0.316847393950037,0.054442099994048476,269.0,1.0,12.0,0.009095983636500389
LocStab,Moons,AE,KM,0.2,0.2,5,0.22097692796313642,0.37324819404875903,0.05510680004954338,237.0,1.0,12.0,0.17906430713661206
LocStab,Moons,AE,D,0.2,0.2,5,0.22097692796313642,0.37625074997998115,0.05898300011176616,238.0,1.0,12.0,0.22333300142352452
LocStab,Moons,B,S,0.25,0.35,5,0.2993108640043106,0.46929190992122843,0.11403259995859116,363.0,1.0,5.0,0.0
LocStab,Moons,B,P,0.25,0.35,5,0.2993108640043106,0.46929190992122843,0.06631610007025301,319.0,1.0,5.0,-0.0018206016981025786
LocStab,Moons,B,KM,0.25,0.35,5,0.30264266427180664,0.47045469082195446,0.036581299966201186,147.0,1.0,5.0,0.33532736296515675
LocStab,Moons,B,D,0.25,0.35,5,0.30264266427180664,0.47045469082195446,0.045428200042806566,157.0,1.0,5.0,0.3065415089088243
LocStab,Moons,AF,S,0.25,0.35,5,0.4398924651665871,0.38161681787282503,0.11438150005415082,324.0,1.0,5.0,0.0
LocStab,Moons,AF,P,0.25,0.35,5,0.7387616510404689,0.15111015987276333,0.03631269990000874,140.0,1.0,4.0,0.0020498851115758553
LocStab,Moons,AF,KM,0.25,0.35,5,0.6387921617943852,0.4799888064018961,0.01592160004656762,16.0,1.0,2.0,0.7973669765601505
LocStab,Moons,AF,D,0.25,0.35,5,0.9342244691686101,0.40684644705690465,0.009908800013363361,5.0,1.0,2.0,0.940778426974007
LocStab,Moons,AE,S,0.25,0.35,5,0.21835709965109246,0.32399876169834374,0.09421419992577285,321.0,1.0,9.0,0.0
LocStab,Moons,AE,P,0.25,0.35,5,0.26636348691584594,0.237586984818273,0.06916130008175969,293.0,1.0,7.0,0.004063186525787217
LocStab,Moons,AE,KM,0.25,0.35,5,0.29630133260810443,0.4680116944677213,0.043461899971589446,145.0,1.0,5.0,0.342388782072532
LocStab,Moons,AE,D,0.25,0.35,5,0.32826481972302424,0.48987714287822703,0.04076180001720786,159.0,1.0,6.0,0.3320387588589363
LocStab,Moons,B,S,0.4,0.4,5,0.29403922078174227,0.38809028365425574,0.12360299995634705,379.0,1.0,4.0,0.0
LocStab,Moons,B,P,0.4,0.4,5,0.3064669498783942,0.3907772806593846,0.06905819999519736,268.0,1.0,4.0,0.0014749511448568994
LocStab,Moons,B,KM,0.4,0.4,5,0.3064669498783942,0.3907772806593846,0.02387030003592372,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,B,D,0.4,0.4,5,0.3064669498783942,0.3907772806593846,0.031167199951596558,123.0,1.0,4.0,0.3102430193656576
LocStab,Moons,AF,S,0.4,0.4,5,0.4829168445252842,0.4046526647081714,0.09789959993213415,325.0,1.0,3.0,0.0
LocStab,Moons,AF,P,0.4,0.4,5,0.5362278031849589,0.48825324888487953,0.036129600019194186,138.0,1.0,2.0,0.0030681507695134507
LocStab,Moons,AF,KM,0.4,0.4,5,0.5362278031849589,0.48825324888487953,0.010145900072529912,8.0,1.0,2.0,0.9213371373798076
LocStab,Moons,AF,D,0.4,0.4,5,0.5362278031849589,0.48825324888487953,0.017672999994829297,40.0,1.0,2.0,0.5409912814612331
LocStab,Moons,AE,S,0.4,0.4,5,0.16306615979948533,-0.030654354439278133,0.09756230004131794,291.0,1.0,11.0,0.0
LocStab,Moons,AE,P,0.4,0.4,5,0.2522152253322278,0.22129696061050358,0.05917509994469583,259.0,1.0,6.0,0.009118167761020101
LocStab,Moons,AE,KM,0.4,0.4,5,0.3064669498783942,0.3907772806593846,0.026576000032946467,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,AE,D,0.4,0.4,5,0.3064669498783942,0.3907772806593846,0.03616410004906356,123.0,1.0,4.0,0.3102430193656576
KMeans,Moons,-,-,,,6,0.4789688417784687,0.487960464061325,0.11707230005413294,,,,
DBSCAN,Moons,-,-,,,6,0.9933554078979533,0.01750248885427209,0.0033574000699445605,,,,
LocStab,Moons,B,S,0.2,0.2,6,0.22626633335795568,0.48218088728278785,0.08772279997356236,382.0,1.0,10.0,0.0
LocStab,Moons,B,P,0.2,0.2,6,0.23805476022049782,0.4266408212465906,0.06898630002979189,315.0,1.0,11.0,0.0011958808945691487
LocStab,Moons,B,KM,0.2,0.2,6,0.23608261650532836,0.46633722421439444,0.05884970002807677,241.0,1.0,10.0,0.18817784654632974
LocStab,Moons,B,D,0.2,0.2,6,0.23608261650532836,0.46633722421439444,0.060897900024428964,239.0,1.0,10.0,0.23859412265604218
LocStab,Moons,AF,S,0.2,0.2,6,0.27520689105616475,0.3812750625794839,0.0677750000031665,290.0,1.0,10.0,0.0
LocStab,Moons,AF,P,0.2,0.2,6,0.3001785420522388,0.16952234068472383,0.03325589990708977,143.0,1.0,3.0,0.0006818931274210972
LocStab,Moons,AF,KM,0.2,0.2,6,0.9866665195128234,0.38878406465918774,0.013863100088201463,45.0,1.0,2.0,0.4882889681228791
LocStab,Moons,AF,D,0.2,0.2,6,0.9933554078979533,0.01750248885427209,0.009882000042125583,0.0,1.0,3.0,1.0
LocStab,Moons,AE,S,0.2,0.2,6,0.137576887800798,0.28470390433111503,0.07161659991834313,283.0,1.0,19.0,0.0
LocStab,Moons,AE,P,0.2,0.2,6,0.22276996765364518,0.3048293326513041,0.07239390001632273,309.0,1.0,13.0,0.0011896616073650162
LocStab,Moons,AE,KM,0.2,0.2,6,0.22106658045708028,0.3798644586569206,0.05962870002258569,235.0,1.0,12.0,0.17906453952090082
LocStab,Moons,AE,D,0.2,0.2,6,0.22097692796313642,0.37625074997998126,0.062319900025613606,238.0,1.0,12.0,0.22333300142352452
LocStab,Moons,B,S,0.25,0.35,6,0.3351321120410065,0.49466597844514837,0.09920850000344217,325.0,1.0,6.0,0.0
LocStab,Moons,B,P,0.25,0.35,6,0.3351321120410065,0.49466597844514837,0.06264529994223267,310.0,1.0,6.0,0.0009553365229696259
LocStab,Moons,B,KM,0.25,0.35,6,0.34086636038368073,0.49358565966992796,0.034271499956957996,150.0,1.0,6.0,0.30921618136993256
LocStab,Moons,B,D,0.25,0.35,6,0.30264266427180664,0.47045469082195457,0.041542100021615624,157.0,1.0,5.0,0.3065415089088243
LocStab,Moons,AF,S,0.25,0.35,6,0.3693096408665612,0.4766687404588557,0.09896120009943843,316.0,1.0,6.0,0.0
LocStab,Moons,AF,P,0.25,0.35,6,0.7387616510404689,0.15026948442498647,0.03480269992724061,156.0,1.0,4.0,0.0020498851115758553
LocStab,Moons,AF,KM,0.25,0.35,6,0.6387921617943852,0.4799888064018961,0.011348200030624866,16.0,1.0,2.0,0.7973669765601505
LocStab,Moons,AF,D,0.25,0.35,6,0.9342244691686101,0.40684644705690465,0.011805300018750131,5.0,1.0,2.0,0.940778426974007
LocStab,Moons,AE,S,0.25,0.35,6,0.23272790228502552,0.26126065732838594,0.10454219998791814,309.0,1.0,11.0,0.0
LocStab,Moons,AE,P,0.25,0.35,6,0.32201735353054356,0.48618461721995726,0.06149240001104772,286.0,1.0,6.0,0.002845772152594966
LocStab,Moons,AE,KM,0.25,0.35,6,0.32826481972302424,0.48987714287822703,0.03744870005175471,150.0,1.0,6.0,0.31252284435422295
LocStab,Moons,AE,D,0.25,0.35,6,0.32826481972302424,0.48987714287822703,0.034520800109021366,158.0,1.0,6.0,0.3320387588589363
LocStab,Moons,B,S,0.4,0.4,6,0.29403922078174227,0.3880902836542557,0.08996470004785806,345.0,1.0,4.0,0.0
LocStab,Moons,B,P,0.4,0.4,6,0.3064669498783942,0.3907772806593846,0.06195950007531792,280.0,1.0,4.0,-0.003615691293740941
LocStab,Moons,B,KM,0.4,0.4,6,0.3064669498783942,0.3907772806593846,0.024610500084236264,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,B,D,0.4,0.4,6,0.3064669498783942,0.3907772806593846,0.03237239993177354,123.0,1.0,4.0,0.3102430193656576
LocStab,Moons,AF,S,0.4,0.4,6,0.40638111357079987,0.3325217749364494,0.09680940001271665,296.0,1.0,4.0,0.0
LocStab,Moons,AF,P,0.4,0.4,6,0.5362278031849589,0.48825324888487953,0.041470899945124984,158.0,1.0,2.0,-0.0017479451204888996
LocStab,Moons,AF,KM,0.4,0.4,6,0.5362278031849589,0.48825324888487953,0.010928099974989891,8.0,1.0,2.0,0.9213371373798076
LocStab,Moons,AF,D,0.4,0.4,6,0.5362278031849589,0.48825324888487953,0.01703850005287677,40.0,1.0,2.0,0.5409912814612331
LocStab,Moons,AE,S,0.4,0.4,6,0.16116645569885157,-0.14470742377603812,0.08441560005303472,295.0,1.0,12.0,0.0
LocStab,Moons,AE,P,0.4,0.4,6,0.29197116708134735,0.2923811858792797,0.06102129991631955,254.0,1.0,5.0,0.005508230454826341
LocStab,Moons,AE,KM,0.4,0.4,6,0.3064669498783942,0.3907772806593846,0.023141999961808324,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,AE,D,0.4,0.4,6,0.3064669498783942,0.3907772806593846,0.03205429995432496,123.0,1.0,4.0,0.3102430193656576
KMeans,Moons,-,-,,,7,0.4789688417784687,0.4879604640613249,0.2445619999198243,,,,
DBSCAN,Moons,-,-,,,7,0.9933554078979533,0.017502488854272098,0.003440900007262826,,,,
LocStab,Moons,B,S,0.2,0.2,7,0.21963213411915222,0.48552324945747877,0.07957489998079836,351.0,1.0,10.0,0.0
LocStab,Moons,B,P,0.2,0.2,7,0.23608261650532836,0.46633722421439433,0.07848540006671101,318.0,1.0,10.0,0.0006528194969043407
LocStab,Moons,B,KM,0.2,0.2,7,0.23563439840559888,0.4647770835817577,0.056425899965688586,237.0,1.0,10.0,0.1861204301954155
LocStab,Moons,B,D,0.2,0.2,7,0.23608261650532836,0.46633722421439433,0.05679760000202805,241.0,1.0,10.0,0.23859412265604218
LocStab,Moons,AF,S,0.2,0.2,7,0.27000883583731894,0.23188537233267206,0.07961590006016195,289.0,1.0,12.0,0.0
LocStab,Moons,AF,P,0.2,0.2,7,0.9603527948109356,-0.20259171264148815,0.03853309992700815,135.0,1.0,6.0,0.0095334307717297
LocStab,Moons,AF,KM,0.2,0.2,7,0.9866665195128234,0.38878406465918774,0.022678000037558377,45.0,1.0,2.0,0.4882889681228791
LocStab,Moons,AF,D,0.2,0.2,7,0.9933554078979533,0.017502488854272098,0.013017200049944222,0.0,1.0,3.0,1.0
LocStab,Moons,AE,S,0.2,0.2,7,0.14071643932366368,0.3560767499817146,0.08907819993328303,284.0,1.0,17.0,0.0
LocStab,Moons,AE,P,0.2,0.2,7,0.2085595395091501,0.3242470540908022,0.06452530005481094,298.0,1.0,13.0,0.008340886208318186
LocStab,Moons,AE,KM,0.2,0.2,7,0.2166287176378423,0.3798729521443222,0.07348549994640052,242.0,1.0,12.0,0.18070708979610361
LocStab,Moons,AE,D,0.2,0.2,7,0.22097692796313642,0.37324819404875903,0.055674799950793386,235.0,1.0,12.0,0.22333300142352452
LocStab,Moons,B,S,0.25,0.35,7,0.2993108640043106,0.4692919099212285,0.10996060003526509,348.0,1.0,5.0,0.0
LocStab,Moons,B,P,0.25,0.35,7,0.30264266427180664,0.47045469082195457,0.06753730005584657,307.0,1.0,5.0,0.002932707322503665
LocStab,Moons,B,KM,0.25,0.35,7,0.30264266427180664,0.47045469082195457,0.037555300048552454,147.0,1.0,5.0,0.33532736296515675
LocStab,Moons,B,D,0.25,0.35,7,0.30264266427180664,0.47045469082195457,0.04128439992200583,157.0,1.0,5.0,0.3065415089088243
LocStab,Moons,AF,S,0.25,0.35,7,0.3799240451330525,0.4330218006913221,0.09588919999077916,298.0,1.0,5.0,0.0
LocStab,Moons,AF,P,0.25,0.35,7,0.715928937713859,0.1157430807104142,0.03324609994888306,128.0,1.0,4.0,0.020244703543718007
LocStab,Moons,AF,KM,0.25,0.35,7,0.6387921617943852,0.479988806401896,0.012504999991506338,16.0,1.0,2.0,0.7973669765601505
LocStab,Moons,AF,D,0.25,0.35,7,0.9342244691686101,0.4068464470569047,0.011049700086005032,5.0,1.0,2.0,0.940778426974007
LocStab,Moons,AE,S,0.25,0.35,7,0.21412259954094653,-0.003044719145310078,0.10401300003286451,291.0,1.0,13.0,0.0
LocStab,Moons,AE,P,0.25,0.35,7,0.27699644897042863,0.4625796091124649,0.06833180005196482,312.0,1.0,6.0,0.0013452001911977872
LocStab,Moons,AE,KM,0.25,0.35,7,0.29630133260810443,0.4680116944677214,0.0321566000347957,145.0,1.0,5.0,0.342388782072532
LocStab,Moons,AE,D,0.25,0.35,7,0.32826481972302424,0.4898771428782269,0.035095499944873154,158.0,1.0,6.0,0.3320387588589363
LocStab,Moons,B,S,0.4,0.4,7,0.29403922078174227,0.38809028365425574,0.08154799998737872,365.0,1.0,4.0,0.0
LocStab,Moons,B,P,0.4,0.4,7,0.3064669498783942,0.3907772806593846,0.05655590002425015,309.0,1.0,4.0,-0.0007577867668088201
LocStab,Moons,B,KM,0.4,0.4,7,0.3064669498783942,0.3907772806593846,0.022078500012867153,89.0,1.0,4.0,0.5787134291187066
LocStab,Moons,B,D,0.4,0.4,7,0.3064669498783942,0.3907772806593846,0.019055199925787747,123.0,1.0,4.0,0.3102430193656576
LocStab,Moons,AF,S,0.4,0.4,7,0.4064204517384781,0.33396957064575117,0.05572309996932745,304.0,1.0,4.0,0.0
LocStab,Moons,AF,P,0.4,0.4,7,0.5362278031849589,0.48825324888487953,0.01814830000512302,136.0,1.0,2.0,0.0053870117535886565
LocStab,Moons,AF,KM,0.4,0.4,7,0.5362278031849589,0.48825324888487953,0.006830600090324879,6.0,1.0,2.0,0.9213371373798076
LocStab,Moons,AF,D,0.4,0.4,7,0.5362278031849589,0.48825324888487953,0.02265679999254644,40.0,1.0,2.0,0.5409912814612331
LocStab,Moons,AE,S,0.4,0.4,7,0.2087468849102902,0.1756941491863322,0.09625870001036674,310.0,1.0,9.0,0.0
LocStab,Moons,AE,P,0.4,0.4,7,0.29528640582506344,0.3646242513737711,0.048495199996978045,231.0,1.0,5.0,0.01416919440808726
LocStab,Moons,AE,KM,0.4,0.4,7,0.3064669498783942,0.3907772806593846,0.02434710005763918,89.0,1.0,4.0,0.5787134291187066
LocStab,Moons,AE,D,0.4,0.4,7,0.3064669498783942,0.3907772806593846,0.0327402000548318,123.0,1.0,4.0,0.3102430193656576
KMeans,Moons,-,-,,,8,0.4789688417784687,0.4879604640613249,0.1626539999851957,,,,
DBSCAN,Moons,-,-,,,8,0.9933554078979533,0.017502488854272136,0.003453100100159645,,,,
LocStab,Moons,B,S,0.2,0.2,8,0.22563878654481076,0.4882438770030247,0.08107390010263771,358.0,1.0,10.0,0.0
LocStab,Moons,B,P,0.2,0.2,8,0.22268031617853543,0.4833402004726923,0.059901799890212715,303.0,1.0,10.0,0.004140191105527323
LocStab,Moons,B,KM,0.2,0.2,8,0.23563439840559888,0.4647770835817577,0.035661800066009164,239.0,1.0,10.0,0.1861204301954155
LocStab,Moons,B,D,0.2,0.2,8,0.23563439840559888,0.4647770835817577,0.04614290001336485,239.0,1.0,10.0,0.23814133686340075
LocStab,Moons,AF,S,0.2,0.2,8,0.27269750759860245,0.14025094711824365,0.06743410008493811,287.0,1.0,13.0,0.0
LocStab,Moons,AF,P,0.2,0.2,8,0.9734656404616282,0.0665042507217193,0.029103000066243112,169.0,1.0,4.0,0.0011040011764876087
LocStab,Moons,AF,KM,0.2,0.2,8,0.9866665195128234,0.3887840646591878,0.015539800049737096,45.0,1.0,2.0,0.4882889681228791
LocStab,Moons,AF,D,0.2,0.2,8,0.9933554078979533,0.017502488854272136,0.008789899991825223,0.0,1.0,3.0,1.0
LocStab,Moons,AE,S,0.2,0.2,8,0.13511005119763028,0.2765679887944157,0.06094859994482249,280.0,1.0,20.0,0.0
LocStab,Moons,AE,P,0.2,0.2,8,0.2182425011383152,0.38712799121856584,0.050612700055353343,300.0,1.0,12.0,0.004617260671564849
LocStab,Moons,AE,KM,0.2,0.2,8,0.22097692796313642,0.37625074997998126,0.047790000098757446,238.0,1.0,12.0,0.17906430713661206
LocStab,Moons,AE,D,0.2,0.2,8,0.22097692796313642,0.37625074997998126,0.039928499958477914,238.0,1.0,12.0,0.22333300142352452
LocStab,Moons,B,S,0.25,0.35,8,0.2993108640043106,0.4692919099212285,0.07127920002676547,316.0,1.0,5.0,0.0
LocStab,Moons,B,P,0.25,0.35,8,0.3351321120410065,0.49466597844514837,0.05908509995788336,303.0,1.0,6.0,0.01033981403818596
LocStab,Moons,B,KM,0.25,0.35,8,0.3378201211674835,0.4942394714131099,0.03740350005682558,171.0,1.0,6.0,0.305812885279101
LocStab,Moons,B,D,0.25,0.35,8,0.30264266427180664,0.4704546908219544,0.03655820002313703,157.0,1.0,5.0,0.3065415089088243
LocStab,Moons,AF,S,0.25,0.35,8,0.321212999583136,0.46031809640917515,0.07681399991270155,300.0,1.0,5.0,0.0
LocStab,Moons,AF,P,0.25,0.35,8,0.6495688558415134,0.1177658073653338,0.026659399969503284,150.0,1.0,4.0,0.00025892215004419275
LocStab,Moons,AF,KM,0.25,0.35,8,0.6387921617943852,0.479988806401896,0.006836700020357966,16.0,1.0,2.0,0.7973669765601505
LocStab,Moons,AF,D,0.25,0.35,8,0.9342244691686101,0.4068464470569047,0.005740100052207708,5.0,1.0,2.0,0.940778426974007
LocStab,Moons,AE,S,0.25,0.35,8,0.23926105021935384,0.2830099379953944,0.06027139991056174,298.0,1.0,11.0,0.0
LocStab,Moons,AE,P,0.25,0.35,8,0.2998131164090609,0.2887216860468472,0.03683269990142435,285.0,1.0,8.0,0.016109386464892773
LocStab,Moons,AE,KM,0.25,0.35,8,0.32830920557365373,0.4886882986541066,0.026072700042277575,169.0,1.0,6.0,0.3122991425223883
LocStab,Moons,AE,D,0.25,0.35,8,0.32826481972302424,0.48987714287822703,0.02252040000166744,158.0,1.0,6.0,0.3320387588589363
LocStab,Moons,B,S,0.4,0.4,8,0.29403922078174227,0.38809028365425574,0.07478979998268187,393.0,1.0,4.0,0.0
LocStab,Moons,B,P,0.4,0.4,8,0.29681396075088307,0.38673669188592613,0.0349284999538213,283.0,1.0,4.0,0.00021386722877505903
LocStab,Moons,B,KM,0.4,0.4,8,0.3064669498783942,0.3907772806593846,0.013755699968896806,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,B,D,0.4,0.4,8,0.3064669498783942,0.3907772806593846,0.017323599895462394,123.0,1.0,4.0,0.3102430193656576
LocStab,Moons,AF,S,0.4,0.4,8,0.4035044699857038,0.2826633269605158,0.06444389990065247,296.0,1.0,4.0,0.0
LocStab,Moons,AF,P,0.4,0.4,8,0.5362278031849589,0.48825324888487953,0.029059599968604743,146.0,1.0,2.0,-0.0017479451204888996
LocStab,Moons,AF,KM,0.4,0.4,8,0.5362278031849589,0.48825324888487953,0.009235200006514788,8.0,1.0,2.0,0.9213371373798076
LocStab,Moons,AF,D,0.4,0.4,8,0.5362278031849589,0.48825324888487953,0.015146999969147146,40.0,1.0,2.0,0.5409912814612331
LocStab,Moons,AE,S,0.4,0.4,8,0.19186410985768546,0.1030301581096439,0.07141400000546128,301.0,1.0,9.0,0.0
LocStab,Moons,AE,P,0.4,0.4,8,0.30666614884565746,0.35658823621769886,0.028333900030702353,227.0,1.0,5.0,0.027974881697815594
LocStab,Moons,AE,KM,0.4,0.4,8,0.3064669498783942,0.3907772806593846,0.016139899962581694,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,AE,D,0.4,0.4,8,0.3064669498783942,0.3907772806593846,0.017551600001752377,123.0,1.0,4.0,0.3102430193656576
KMeans,Moons,-,-,,,9,0.4789688417784687,0.487960464061325,0.06155450001824647,,,,
DBSCAN,Moons,-,-,,,9,0.9933554078979533,0.017502488854272125,0.0033273999579250813,,,,
LocStab,Moons,B,S,0.2,0.2,9,0.23052461732868665,0.47229148566005696,0.07828360004350543,367.0,1.0,10.0,0.0
LocStab,Moons,B,P,0.2,0.2,9,0.22752141910204998,0.46991021782845377,0.037823099992237985,319.0,1.0,10.0,0.005050449166397766
LocStab,Moons,B,KM,0.2,0.2,9,0.23608261650532836,0.46633722421439433,0.027933700010180473,231.0,1.0,10.0,0.18817784654632974
LocStab,Moons,B,D,0.2,0.2,9,0.23608261650532836,0.46633722421439433,0.029928999952971935,231.0,1.0,10.0,0.23859412265604218
LocStab,Moons,AF,S,0.2,0.2,9,0.26718567857253384,0.32161954924337843,0.047967599937692285,290.0,1.0,11.0,0.0
LocStab,Moons,AF,P,0.2,0.2,9,0.3075951523185841,-0.1489759239530622,0.02090090001001954,145.0,1.0,5.0,0.008798779816620495
LocStab,Moons,AF,KM,0.2,0.2,9,0.9866665195128234,0.3887840646591878,0.009394299937412143,45.0,1.0,2.0,0.4882889681228791
LocStab,Moons,AF,D,0.2,0.2,9,0.9933554078979533,0.017502488854272125,0.005944899981841445,0.0,1.0,3.0,1.0
LocStab,Moons,AE,S,0.2,0.2,9,0.13685926679330512,0.3397469742629838,0.04510009998921305,282.0,1.0,18.0,0.0
LocStab,Moons,AE,P,0.2,0.2,9,0.21676320025982873,0.4617017419696297,0.0356413999106735,304.0,1.0,11.0,0.004657059263860448
LocStab,Moons,AE,KM,0.2,0.2,9,0.23088320414031704,0.3586047366397427,0.028682800009846687,230.0,1.0,12.0,0.18297907058776564
LocStab,Moons,AE,D,0.2,0.2,9,0.23088320414031704,0.3586047366397427,0.030480599962174892,230.0,1.0,12.0,0.23334155754479907
LocStab,Moons,B,S,0.25,0.35,9,0.3351321120410065,0.49466597844514837,0.07282670005224645,381.0,1.0,6.0,0.0
LocStab,Moons,B,P,0.25,0.35,9,0.3351321120410065,0.49466597844514837,0.04357670003082603,334.0,1.0,6.0,0.0005084566412926576
LocStab,Moons,B,KM,0.25,0.35,9,0.34086636038368073,0.493585659669928,0.01989080000203103,150.0,1.0,6.0,0.30921618136993256
LocStab,Moons,B,D,0.25,0.35,9,0.30264266427180664,0.4704546908219544,0.02683500002603978,157.0,1.0,5.0,0.3065415089088243
LocStab,Moons,AF,S,0.25,0.35,9,0.45108404749907416,0.35678696605084237,0.059625099995173514,299.0,1.0,5.0,0.0
LocStab,Moons,AF,P,0.25,0.35,9,0.7619524036653134,0.11332232158712927,0.020521899918094277,166.0,1.0,4.0,-0.0032961450614052436
LocStab,Moons,AF,KM,0.25,0.35,9,0.6387921617943852,0.4799888064018961,0.007063899887725711,16.0,1.0,2.0,0.7973669765601505
LocStab,Moons,AF,D,0.25,0.35,9,0.9342244691686101,0.4068464470569046,0.006655800039879978,5.0,1.0,2.0,0.940778426974007
LocStab,Moons,AE,S,0.25,0.35,9,0.2509286130016435,0.38779390828936344,0.06178700004238635,317.0,1.0,9.0,0.0
LocStab,Moons,AE,P,0.25,0.35,9,0.30061333371595694,0.4758932573765924,0.03758649993687868,314.0,1.0,6.0,0.0013741568828609726
LocStab,Moons,AE,KM,0.25,0.35,9,0.32826481972302424,0.4898771428782269,0.026462599984370172,150.0,1.0,6.0,0.31252284435422295
LocStab,Moons,AE,D,0.25,0.35,9,0.32826481972302424,0.4898771428782269,0.02108630002476275,158.0,1.0,6.0,0.3320387588589363
LocStab,Moons,B,S,0.4,0.4,9,0.29403922078174227,0.38809028365425574,0.06995850009843707,405.0,1.0,4.0,0.0
LocStab,Moons,B,P,0.4,0.4,9,0.3064669498783942,0.3907772806593846,0.03898769989609718,276.0,1.0,4.0,-0.0035263817772743125
LocStab,Moons,B,KM,0.4,0.4,9,0.3064669498783942,0.3907772806593846,0.015118899988010526,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,B,D,0.4,0.4,9,0.3064669498783942,0.3907772806593846,0.019709200016222894,123.0,1.0,4.0,0.3102430193656576
LocStab,Moons,AF,S,0.4,0.4,9,0.5362278031849589,0.4882532488848795,0.05203669995535165,306.0,1.0,2.0,0.0
LocStab,Moons,AF,P,0.4,0.4,9,0.5362278031849589,0.4882532488848795,0.01842239999677986,158.0,1.0,2.0,0.0030681507695134507
LocStab,Moons,AF,KM,0.4,0.4,9,0.5362278031849589,0.4882532488848795,0.006049799965694547,8.0,1.0,2.0,0.9213371373798076
LocStab,Moons,AF,D,0.4,0.4,9,0.5362278031849589,0.4882532488848795,0.009200199972838163,40.0,1.0,2.0,0.5409912814612331
LocStab,Moons,AE,S,0.4,0.4,9,0.17748949066730602,0.11043986070734015,0.052039199974387884,303.0,1.0,9.0,0.0
LocStab,Moons,AE,P,0.4,0.4,9,0.3020479204940977,0.3587412563670669,0.028536400059238076,234.0,1.0,5.0,0.01120105662115749
LocStab,Moons,AE,KM,0.4,0.4,9,0.3064669498783942,0.3907772806593846,0.014214200084097683,86.0,1.0,4.0,0.5787134291187066
LocStab,Moons,AE,D,0.4,0.4,9,0.3064669498783942,0.3907772806593846,0.016482300008647144,123.0,1.0,4.0,0.3102430193656576
KMeans,3 Circles,-,-,,,0,0.4447491432816625,0.4086700253321924,0.07118709990754724,,,,
DBSCAN,3 Circles,-,-,,,0,0.18664222491319388,0.12725450269910887,0.003231800044886768,,,,
LocStab,3 Circles,B,S,0.2,0.2,0,0.28388796206866274,0.26513767125850707,0.07188040006440133,337.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,0,0.2888443463577557,0.42632864282771027,0.034624099964275956,290.0,1.0,7.0,0.0033379738269949466
LocStab,3 Circles,B,KM,0.2,0.2,0,0.287725215223464,0.39828850643392244,0.021344900014810264,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,0,0.28213033633123785,0.39560479367757506,0.019732299959287047,161.0,1.0,7.0,0.33513687012802246
LocStab,3 Circles,AF,S,0.2,0.2,0,0.2894670110497154,0.2618450372228203,0.05015829997137189,303.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,0,0.4303765351764564,0.2534140504163778,0.024646800011396408,191.0,1.0,4.0,0.006592373057448135
LocStab,3 Circles,AF,KM,0.2,0.2,0,0.45397512360655135,0.41231580003181195,0.00611610000487417,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,0,0.28492769431524156,0.288280750911675,0.014462099992670119,84.0,1.0,7.0,0.6827510427836281
LocStab,3 Circles,AE,S,0.2,0.2,0,0.16192193989135364,0.15121641918158119,0.05124409997370094,299.0,1.0,19.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,0,0.2809308430165161,0.24696095284847047,0.033275799942202866,262.0,1.0,10.0,0.00963497970362977
LocStab,3 Circles,AE,KM,0.2,0.2,0,0.27057967891391016,0.2858656714209267,0.020678099943324924,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,0,0.23961883182735969,0.2708851067681184,0.024696100037544966,174.0,1.0,11.0,0.4363871985328154
