Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetition,Adjusted Rand Index,Silhouette Score,Seconds,Moves,Converged,Final Coalitions,Initial Adjusted Rand Index
LocStab,3 Circles,B,S,0.25,0.35,0,0.4255115220339167,0.2886952363410169,0.07134729996323586,327.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,0,0.4150338819655981,0.28948886336267493,0.03451939998194575,250.0,1.0,4.0,-0.0002582544327259493
LocStab,3 Circles,B,KM,0.25,0.35,0,0.42430898484829066,0.289110220600377,0.006273500039242208,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,0,0.4171069276537409,0.28881208261549174,0.022194699966348708,158.0,1.0,4.0,0.27894114278861326
LocStab,3 Circles,AF,S,0.25,0.35,0,0.3616320893069357,0.14046969321658279,0.06103330000769347,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,0,0.4267684209070557,0.34143905434417804,0.022999399923719466,175.0,1.0,3.0,0.011351607901292957
LocStab,3 Circles,AF,KM,0.25,0.35,0,0.41916414041979705,0.4147989771931184,0.006016099941916764,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,0,0.40110580753006936,0.28853288752307216,0.018896800000220537,154.0,1.0,4.0,0.28548248749916433
LocStab,3 Circles,AE,S,0.25,0.35,0,0.36066603536098957,0.12487659618867492,0.06045350001659244,293.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,0,0.4188304260918957,0.055304440763951405,0.027923500048927963,213.0,1.0,7.0,0.01641444558623949
LocStab,3 Circles,AE,KM,0.25,0.35,0,0.44672351952537237,0.28590029865583055,0.006342999986372888,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,0,0.29157768165098136,0.265066240235872,0.01783699996303767,108.0,1.0,6.0,0.5350938043016246
LocStab,3 Circles,B,S,0.4,0.4,0,0.36214404584754967,0.4566495437758118,0.061943699955008924,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,0,0.4674504149185697,0.47871049780308444,0.030420599970966578,252.0,1.0,2.0,0.000317206965983555
LocStab,3 Circles,B,KM,0.4,0.4,0,0.4674504149185697,0.47871049780308444,0.017391699948348105,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,0,0.36214404584754967,0.4566495437758118,0.029422400053590536,244.0,1.0,2.0,0.1838698951432863
LocStab,3 Circles,AF,S,0.4,0.4,0,0.23820462188072306,0.19130579547700038,0.05420260003302246,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,0,0.4223903661608615,0.45522071866617786,0.02603019995149225,188.0,1.0,2.0,0.008052184842789157
LocStab,3 Circles,AF,KM,0.4,0.4,0,0.4674504149185697,0.47871049780308444,0.018098199972882867,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,0,0.18071676129391537,0.1789533196730562,0.026595299947075546,214.0,1.0,3.0,0.1416189121461251
LocStab,3 Circles,AE,S,0.4,0.4,0,0.4299546772989657,0.019016416920113455,0.0542016999097541,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,0,0.45470328254015774,0.16709741908231532,0.024749799980781972,201.0,1.0,4.0,0.061696639325857054
LocStab,3 Circles,AE,KM,0.4,0.4,0,0.4292496551864705,0.40893101346619554,0.006303900037892163,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,0,0.3982838753347879,0.3330446512392189,0.01872149994596839,135.0,1.0,4.0,0.408183088503884
KMeans,3 Circles,-,-,,,1,0.4447491432816625,0.40867002533219243,0.08393630001228303,,,,
DBSCAN,3 Circles,-,-,,,1,0.1875163037340018,0.1260733437153401,0.003194799995981157,,,,
LocStab,3 Circles,B,S,0.2,0.2,1,0.2850615735362706,0.26654603032819274,0.08201250003185123,360.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,1,0.287691645572861,0.4249042120057072,0.03927959990687668,319.0,1.0,7.0,-0.003077229221381099
LocStab,3 Circles,B,KM,0.2,0.2,1,0.287725215223464,0.39828850643392244,0.020698899985291064,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,1,0.28948251315489837,0.30951724115840873,0.020350900012999773,156.0,1.0,8.0,0.34720040613400116
LocStab,3 Circles,AF,S,0.2,0.2,1,0.32557632081024107,0.22284214363930052,0.05061919998843223,299.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,1,0.3379505638454641,-0.04234457034455514,0.023285500006750226,173.0,1.0,7.0,0.02278916975509228
LocStab,3 Circles,AF,KM,0.2,0.2,1,0.45397512360655135,0.41231580003181195,0.006668400019407272,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,1,0.28492769431524156,0.288280750911675,0.012793099973350763,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,1,0.1781153627207179,0.19849948866684716,0.04670989990700036,288.0,1.0,16.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,1,0.28896546956373775,0.3240111526928206,0.0334724000422284,274.0,1.0,9.0,0.007631523743475736
LocStab,3 Circles,AE,KM,0.2,0.2,1,0.27057967891391016,0.2858656714209267,0.019896000041626394,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,1,0.24080799745115727,0.22474506761754787,0.02250580000691116,174.0,1.0,12.0,0.43477062269728506
LocStab,3 Circles,B,S,0.25,0.35,1,0.4171069276537409,0.28881208261549174,0.06313600006978959,326.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,1,0.4150338819655981,0.2894888633626749,0.029574899934232235,238.0,1.0,4.0,0.0030734899366801427
LocStab,3 Circles,B,KM,0.25,0.35,1,0.42430898484829066,0.289110220600377,0.005843400023877621,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,1,0.4171069276537409,0.28881208261549174,0.020371300051920116,160.0,1.0,4.0,0.27971707944252167
LocStab,3 Circles,AF,S,0.25,0.35,1,0.3616320893069357,0.1404696932165828,0.058044400066137314,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,1,0.4592898942667877,0.30485218800093256,0.025959499995224178,188.0,1.0,3.0,0.005405179296635585
LocStab,3 Circles,AF,KM,0.25,0.35,1,0.41916414041979705,0.4147989771931185,0.0061539000598713756,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,1,0.4124106366343392,0.2902078609762837,0.019284000038169324,154.0,1.0,4.0,0.2869772958993193
LocStab,3 Circles,AE,S,0.25,0.35,1,0.3061067938622981,0.01751648226690058,0.06615660001989454,292.0,1.0,9.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,1,0.46351699577075334,0.08825187966376993,0.03533429990056902,225.0,1.0,6.0,0.007813927091859572
LocStab,3 Circles,AE,KM,0.25,0.35,1,0.44672351952537237,0.28590029865583055,0.00667480006814003,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,1,0.29157768165098136,0.265066240235872,0.015185399912297726,107.0,1.0,6.0,0.5373273766693109
LocStab,3 Circles,B,S,0.4,0.4,1,0.36214404584754967,0.4566495437758118,0.06048690003808588,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,1,0.4674504149185697,0.47871049780308433,0.031216599978506565,258.0,1.0,2.0,0.003153689443115008
LocStab,3 Circles,B,KM,0.4,0.4,1,0.4674504149185697,0.47871049780308433,0.016504099941812456,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,1,0.36214404584754967,0.4566495437758118,0.030098399962298572,242.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,1,0.23820462188072306,0.19130579547700038,0.05573929997626692,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,1,0.36214404584754967,0.4566495437758118,0.02724840003065765,203.0,1.0,2.0,-7.846741287859116e-05
LocStab,3 Circles,AF,KM,0.4,0.4,1,0.4674504149185697,0.47871049780308433,0.015887700021266937,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,1,0.18071676129391537,0.17895331967305617,0.02284640003927052,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,1,0.3890722280696938,0.09058777770155489,0.05289649998303503,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,1,0.516463123703962,0.07208621848343931,0.028018000070005655,217.0,1.0,5.0,0.02743930413080579
LocStab,3 Circles,AE,KM,0.4,0.4,1,0.4292496551864705,0.40893101346619565,0.005657799891196191,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,1,0.3982838753347879,0.3330446512392189,0.017201900016516447,133.0,1.0,4.0,0.4090722119207599
KMeans,3 Circles,-,-,,,2,0.44004042939528837,0.4206514690306235,0.06531829992309213,,,,
DBSCAN,3 Circles,-,-,,,2,0.18664222491319388,0.12725450269910887,0.0031687000300735235,,,,
LocStab,3 Circles,B,S,0.2,0.2,2,0.2850615735362706,0.2665460303281927,0.06841149996034801,339.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,2,0.2888443463577557,0.42632864282771027,0.03661229996941984,282.0,1.0,7.0,-0.00014239641921505816
LocStab,3 Circles,B,KM,0.2,0.2,2,0.287725215223464,0.39828850643392244,0.019913900061510503,146.0,1.0,7.0,0.4660422818098498
LocStab,3 Circles,B,D,0.2,0.2,2,0.28948251315489837,0.30951724115840873,0.018676400068216026,160.0,1.0,8.0,0.34519116991451415
LocStab,3 Circles,AF,S,0.2,0.2,2,0.2972948587629015,0.22904286270620303,0.048219399992376566,299.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,2,0.417753984294448,0.15063908686487984,0.02366589999292046,180.0,1.0,5.0,0.011022740358080232
LocStab,3 Circles,AF,KM,0.2,0.2,2,0.44004042939528837,0.4206514690306235,0.005263199913315475,0.0,1.0,3.0,1.0
LocStab,3 Circles,AF,D,0.2,0.2,2,0.28492769431524156,0.288280750911675,0.012579599977470934,84.0,1.0,7.0,0.6827510427836281
LocStab,3 Circles,AE,S,0.2,0.2,2,0.16377074423854565,0.1653114640419761,0.04902550007682294,297.0,1.0,17.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,2,0.265805905453548,0.22217584166963622,0.03290180000476539,257.0,1.0,11.0,0.011627803866725598
LocStab,3 Circles,AE,KM,0.2,0.2,2,0.27225511064888835,0.282703237296729,0.018735099933110178,143.0,1.0,9.0,0.43322864222950275
LocStab,3 Circles,AE,D,0.2,0.2,2,0.23961883182735969,0.2708851067681184,0.02220770006533712,174.0,1.0,11.0,0.4363871985328154
LocStab,3 Circles,B,S,0.25,0.35,2,0.4150338819655981,0.28948886336267493,0.06450069998390973,332.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,2,0.4150338819655981,0.28948886336267493,0.02812100003939122,224.0,1.0,4.0,0.0013096252705239763
LocStab,3 Circles,B,KM,0.25,0.35,2,0.42430898484829066,0.28911022060037705,0.006217799964360893,9.0,1.0,4.0,0.9073303495246537
LocStab,3 Circles,B,D,0.25,0.35,2,0.4171069276537409,0.28881208261549174,0.019958000048063695,158.0,1.0,4.0,0.27894114278861326
LocStab,3 Circles,AF,S,0.25,0.35,2,0.3616320893069357,0.14046969321658284,0.061882999958470464,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,2,0.3913948063973467,0.15151874878317603,0.02688829996623099,214.0,1.0,4.0,0.009014417788747509
LocStab,3 Circles,AF,KM,0.25,0.35,2,0.4302954714829848,0.4205463282732762,0.00543889997061342,3.0,1.0,3.0,0.9729589456112675
LocStab,3 Circles,AF,D,0.25,0.35,2,0.40110580753006936,0.2885328875230721,0.019309199997223914,154.0,1.0,4.0,0.28548248749916433
LocStab,3 Circles,AE,S,0.25,0.35,2,0.2820697253018449,0.2269282607879964,0.06205069995485246,295.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,2,0.4208224899151868,0.09259412969249389,0.026480400003492832,200.0,1.0,6.0,0.02854010819675549
LocStab,3 Circles,AE,KM,0.25,0.35,2,0.4277280900750269,0.2900129834519917,0.006254900014027953,8.0,1.0,4.0,0.9153899463087162
LocStab,3 Circles,AE,D,0.25,0.35,2,0.28533009766818634,0.2631843438715198,0.01613350003026426,109.0,1.0,6.0,0.5312184942259691
LocStab,3 Circles,B,S,0.4,0.4,2,0.36214404584754967,0.4566495437758118,0.0559171000495553,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,2,0.4674504149185697,0.47871049780308433,0.03253900003619492,264.0,1.0,2.0,-0.002696555665968614
LocStab,3 Circles,B,KM,0.4,0.4,2,0.4674504149185697,0.47871049780308433,0.015166700002737343,92.0,1.0,2.0,0.4887521029684802
LocStab,3 Circles,B,D,0.4,0.4,2,0.36214404584754967,0.4566495437758118,0.029595599975436926,244.0,1.0,2.0,0.1838698951432863
LocStab,3 Circles,AF,S,0.4,0.4,2,0.23820462188072306,0.19130579547700038,0.05537219997495413,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,2,0.4674504149185697,0.47871049780308433,0.02553109999280423,225.0,1.0,2.0,-0.002696555665968614
LocStab,3 Circles,AF,KM,0.4,0.4,2,0.4674504149185697,0.47871049780308433,0.015050299931317568,92.0,1.0,2.0,0.4887521029684802
LocStab,3 Circles,AF,D,0.4,0.4,2,0.18071676129391537,0.17895331967305614,0.02579320000950247,214.0,1.0,3.0,0.1416189121461251
LocStab,3 Circles,AE,S,0.4,0.4,2,0.36951727423281666,-0.04300178993466949,0.0512381000444293,292.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,2,0.5100643779415706,0.05141407894121912,0.02313059999141842,205.0,1.0,5.0,0.03262113827825646
LocStab,3 Circles,AE,KM,0.4,0.4,2,0.4302954714829848,0.4205463282732762,0.005818299949169159,3.0,1.0,3.0,0.9729589456112675
LocStab,3 Circles,AE,D,0.4,0.4,2,0.3982838753347879,0.3330446512392189,0.018481099978089333,135.0,1.0,4.0,0.408183088503884
KMeans,3 Circles,-,-,,,3,0.4447491432816625,0.4086700253321924,0.06946879997849464,,,,
DBSCAN,3 Circles,-,-,,,3,0.1875163037340018,0.1260733437153401,0.003176600090228021,,,,
LocStab,3 Circles,B,S,0.2,0.2,3,0.2850615735362706,0.2665460303281927,0.08218070003204048,378.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,3,0.28973280891310216,0.4251643631272045,0.03392539999913424,268.0,1.0,7.0,0.0006416013128209582
LocStab,3 Circles,B,KM,0.2,0.2,3,0.287725215223464,0.39828850643392244,0.01976330007892102,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,3,0.28948251315489837,0.30951724115840873,0.01877189998049289,156.0,1.0,8.0,0.34720040613400116
LocStab,3 Circles,AF,S,0.2,0.2,3,0.319649261758073,0.2750663559913207,0.056802499922923744,297.0,1.0,7.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,3,0.1668611587665137,0.008823161842336391,0.02265220007393509,189.0,1.0,5.0,0.008024976269060952
LocStab,3 Circles,AF,KM,0.2,0.2,3,0.45397512360655135,0.41231580003181195,0.0060680999886244535,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,3,0.28492769431524156,0.288280750911675,0.012927799951285124,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,3,0.18821743758143886,0.10396950209310196,0.04653439996764064,281.0,1.0,19.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,3,0.27566663356732024,0.19594356826247028,0.03398830001242459,261.0,1.0,11.0,0.005000547412267636
LocStab,3 Circles,AE,KM,0.2,0.2,3,0.27057967891391016,0.28586567142092667,0.02034849999472499,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,3,0.24080799745115727,0.22474506761754792,0.0216702000470832,174.0,1.0,12.0,0.43477062269728506
LocStab,3 Circles,B,S,0.25,0.35,3,0.4150338819655981,0.2894888633626749,0.08503730001393706,409.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,3,0.42020638317425724,0.2888147244972198,0.028621200006455183,224.0,1.0,4.0,0.0039090706192808095
LocStab,3 Circles,B,KM,0.25,0.35,3,0.42430898484829066,0.289110220600377,0.0068672000197693706,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,3,0.4171069276537409,0.28881208261549174,0.02763329993467778,157.0,1.0,4.0,0.27971707944252167
LocStab,3 Circles,AF,S,0.25,0.35,3,0.4265200423117895,0.03788536545388017,0.07641770003829151,313.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,3,0.42398154732705595,0.3345343578700351,0.027976099983789027,192.0,1.0,3.0,0.008990254556768358
LocStab,3 Circles,AF,KM,0.25,0.35,3,0.41916414041979705,0.4147989771931184,0.008297099964693189,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,3,0.40110580753006936,0.2885328875230721,0.023092499934136868,153.0,1.0,4.0,0.2862415895007724
LocStab,3 Circles,AE,S,0.25,0.35,3,0.29864062313617534,0.18455116859732773,0.06248349999077618,299.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,3,0.4589349997819467,0.1251668415608483,0.025572799961082637,196.0,1.0,6.0,0.02992734046359005
LocStab,3 Circles,AE,KM,0.25,0.35,3,0.44672351952537237,0.28590029865583055,0.005367900012061,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,3,0.29157768165098136,0.265066240235872,0.013959500007331371,107.0,1.0,6.0,0.5373273766693109
LocStab,3 Circles,B,S,0.4,0.4,3,0.36214404584754967,0.4566495437758118,0.05856899998616427,385.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,3,0.4674504149185697,0.47871049780308433,0.02562180010136217,204.0,1.0,2.0,0.0029764092882942923
LocStab,3 Circles,B,KM,0.4,0.4,3,0.4674504149185697,0.47871049780308433,0.015371400048024952,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,3,0.36214404584754967,0.4566495437758118,0.02955209999345243,243.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,3,0.09119655574551484,0.06131045259331081,0.05059550004079938,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,3,0.1650823861723058,0.08853870702785821,0.023866000003181398,182.0,1.0,3.0,0.010498905223854922
LocStab,3 Circles,AF,KM,0.4,0.4,3,0.4674504149185697,0.47871049780308433,0.015392799978144467,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,3,0.18071676129391537,0.17895331967305617,0.025985299958847463,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,3,0.35003062610029084,-0.019593553338106067,0.0506274999352172,311.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,3,0.3860228978179711,-0.11449683376355371,0.02122860006056726,158.0,1.0,6.0,0.05496721601298713
LocStab,3 Circles,AE,KM,0.4,0.4,3,0.4292496551864705,0.4089310134661956,0.005689700017683208,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,3,0.3982838753347879,0.3330446512392189,0.018311699968762696,133.0,1.0,4.0,0.4090722119207599
KMeans,3 Circles,-,-,,,4,0.4447491432816625,0.40867002533219243,0.06277550000231713,,,,
DBSCAN,3 Circles,-,-,,,4,0.18664222491319388,0.12725450269910887,0.003133099991828203,,,,
LocStab,3 Circles,B,S,0.2,0.2,4,0.28644861068924266,0.2633313984361903,0.07005660003051162,338.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,4,0.287691645572861,0.4249042120057072,0.03550330002326518,302.0,1.0,7.0,-0.002961246423298035
LocStab,3 Circles,B,KM,0.2,0.2,4,0.287725215223464,0.3982885064339224,0.0209618000080809,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,4,0.2805492102404101,0.3951026098479774,0.01956019992940128,161.0,1.0,7.0,0.33501585056458477
LocStab,3 Circles,AF,S,0.2,0.2,4,0.30560687935872743,0.2431652513675969,0.05046940001193434,301.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,4,0.263398728249452,0.04540953976913217,0.026837400044314563,218.0,1.0,5.0,-0.0014353585180041175
LocStab,3 Circles,AF,KM,0.2,0.2,4,0.45397512360655135,0.41231580003181195,0.005952300038188696,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,4,0.28492769431524156,0.288280750911675,0.013169100042432547,85.0,1.0,7.0,0.6827510427836281
LocStab,3 Circles,AE,S,0.2,0.2,4,0.15377875812580133,0.11899935719928294,0.04784100002143532,284.0,1.0,19.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,4,0.2707345798883694,0.2247135781879092,0.034744199947454035,280.0,1.0,11.0,0.003148818503740059
LocStab,3 Circles,AE,KM,0.2,0.2,4,0.27057967891391016,0.2858656714209267,0.020968399941921234,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,4,0.23961883182735969,0.2708851067681184,0.02183869993314147,174.0,1.0,11.0,0.4363871985328154
LocStab,3 Circles,B,S,0.25,0.35,4,0.4150338819655981,0.2894888633626749,0.0662795000243932,341.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,4,0.4150338819655981,0.2894888633626749,0.04261419991962612,367.0,1.0,4.0,-0.0034920063206789207
LocStab,3 Circles,B,KM,0.25,0.35,4,0.42430898484829066,0.289110220600377,0.006019300082698464,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,4,0.4171069276537409,0.28881208261549174,0.02130659995600581,158.0,1.0,4.0,0.27894114278861326
LocStab,3 Circles,AF,S,0.25,0.35,4,0.31644632392950167,0.1456168724178906,0.06607679999433458,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,4,0.37543344719168054,0.1975395741226705,0.025314199971035123,181.0,1.0,4.0,0.008936431075476673
LocStab,3 Circles,AF,KM,0.25,0.35,4,0.41916414041979705,0.4147989771931184,0.0059331998927518725,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,4,0.40110580753006936,0.28853288752307216,0.01954560005106032,154.0,1.0,4.0,0.28548248749916433
LocStab,3 Circles,AE,S,0.25,0.35,4,0.32999449063939695,0.20258969378850358,0.0568403999786824,294.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,4,0.42064844368715354,0.0452006157201523,0.031218499992974102,254.0,1.0,7.0,0.0015519130928667994
LocStab,3 Circles,AE,KM,0.25,0.35,4,0.44672351952537237,0.28590029865583055,0.005367400008253753,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,4,0.29157768165098136,0.265066240235872,0.014908700017258525,108.0,1.0,6.0,0.5350938043016246
LocStab,3 Circles,B,S,0.4,0.4,4,0.36214404584754967,0.4566495437758118,0.05213500000536442,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,4,0.4674504149185697,0.47871049780308433,0.030632699956186116,265.0,1.0,2.0,0.00013992681116283922
LocStab,3 Circles,B,KM,0.4,0.4,4,0.4674504149185697,0.47871049780308433,0.01572119991760701,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,4,0.36214404584754967,0.4566495437758118,0.03336610004771501,244.0,1.0,2.0,0.1838698951432863
LocStab,3 Circles,AF,S,0.4,0.4,4,0.23820462188072306,0.19130579547700038,0.05233480001334101,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,4,0.36214404584754967,0.4566495437758118,0.02641079993918538,202.0,1.0,2.0,-0.0024415220194237896
LocStab,3 Circles,AF,KM,0.4,0.4,4,0.4674504149185697,0.47871049780308433,0.01684429997112602,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,4,0.18071676129391537,0.17895331967305614,0.02401349996216595,214.0,1.0,3.0,0.1416189121461251
LocStab,3 Circles,AE,S,0.4,0.4,4,0.44020128622647614,0.05891324395586102,0.04982159996870905,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,4,0.5192955298172542,0.21915062865758728,0.027394499978981912,215.0,1.0,4.0,0.02624765073262932
LocStab,3 Circles,AE,KM,0.4,0.4,4,0.4292496551864705,0.4089310134661956,0.005869899992831051,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,4,0.3982838753347879,0.3330446512392189,0.017131399945355952,135.0,1.0,4.0,0.408183088503884
KMeans,3 Circles,-,-,,,5,0.4447491432816625,0.4086700253321924,0.06486779998522252,,,,
DBSCAN,3 Circles,-,-,,,5,0.1875163037340018,0.1260733437153401,0.002952600014396012,,,,
LocStab,3 Circles,B,S,0.2,0.2,5,0.2850615735362706,0.2665460303281927,0.07958489994052798,360.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,5,0.287691645572861,0.4249042120057072,0.03415679989848286,288.0,1.0,7.0,0.001794048298107599
LocStab,3 Circles,B,KM,0.2,0.2,5,0.287725215223464,0.3982885064339224,0.020396800013259053,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,5,0.28213033633123785,0.3956047936775751,0.019703500089235604,160.0,1.0,7.0,0.3371603999585171
LocStab,3 Circles,AF,S,0.2,0.2,5,0.328142703940978,0.23803792887851982,0.055528400000184774,307.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,5,0.37080955550629874,-0.18419874442381332,0.024633900029584765,172.0,1.0,7.0,0.023872303694599997
LocStab,3 Circles,AF,KM,0.2,0.2,5,0.45397512360655135,0.41231580003181195,0.00947769999038428,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,5,0.28492769431524156,0.288280750911675,0.021700000041164458,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,5,0.166049215693444,0.14835596063231132,0.06424830004107207,290.0,1.0,18.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,5,0.2850922950223425,0.37451530682919365,0.03265710000414401,276.0,1.0,8.0,0.007059597156072694
LocStab,3 Circles,AE,KM,0.2,0.2,5,0.27057967891391016,0.28586567142092667,0.020459100021980703,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,5,0.24133475185724657,0.2694092922400753,0.021226600045338273,174.0,1.0,11.0,0.4365937548229324
LocStab,3 Circles,B,S,0.25,0.35,5,0.4150338819655981,0.28948886336267493,0.06375289999414235,340.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,5,0.4150338819655981,0.28948886336267493,0.025797500042244792,229.0,1.0,4.0,0.0028775049737739017
LocStab,3 Circles,B,KM,0.25,0.35,5,0.42430898484829066,0.289110220600377,0.005601500044576824,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,5,0.4171069276537409,0.28881208261549174,0.02021370001602918,160.0,1.0,4.0,0.27971707944252167
