Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
LocStab,Moons,AE,KM,0.2,0.2,10,0.22353192028254995,0.004980422409248456,0.3714413967434872,0.00871845966006061,0.055269210005644706,0.012058024321574672,235.2,3.867815921162743,1.0,0.0,12.0,0.0,0.18040306091476505,0.001753631569760474
LocStab,Moons,AE,D,0.2,0.2,10,0.2239488108162906,0.0045396260437067975,0.3706566903847875,0.007938675424691167,0.05182721001328901,0.011495295718296205,235.3,3.579106033634656,1.0,0.0,12.0,0.0,0.22633556825990692,0.004586496602295424
LocStab,Moons,B,S,0.25,0.35,10,0.3142127880532564,0.018318491500256853,0.47933350545327436,0.012301950775914113,0.09507089998805895,0.01490027503667611,342.5,23.5,1.0,0.0,5.4,0.4898979485566356,0.0,0.0
LocStab,Moons,B,P,0.25,0.35,10,0.3256255225177644,0.01588527432568576,0.4871782821905956,0.0112103853049495,0.0727710000006482,0.026504296576487684,326.1,26.055517649818434,1.0,0.0,5.7,0.45825756949558405,0.0013882204243029674,0.003378634292739229
LocStab,Moons,B,KM,0.25,0.35,10,0.3169611587414373,0.018954195457160455,0.4795399033553169,0.011610918130749609,0.03555261000292376,0.006254367554926988,152.4,8.879189152169246,1.0,0.0,5.4,0.4898979485566356,0.32285733540087086,0.012261603279785427
LocStab,Moons,B,D,0.25,0.35,10,0.3016431241915578,0.0015268226926274631,0.4701058565517367,0.0005328531494225753,0.04173514998983592,0.007002720392398131,157.3,0.45825756949558405,1.0,0.0,5.0,0.0,0.30554947429500084,0.0015153579032873305
LocStab,Moons,AF,S,0.25,0.35,10,0.38035170471246843,0.05328957888805717,0.4068298249559307,0.0687117346177696,0.09369737001834437,0.01559020984572373,306.9,9.914131328563284,1.0,0.0,5.3,0.45825756949558405,0.0,0.0
LocStab,Moons,AF,P,0.25,0.35,10,0.7287035550275979,0.048557766419831117,0.14820011798633148,0.049732885636836935,0.03363831996684894,0.00666605155750808,145.2,13.969967788080258,1.0,0.0,3.9,0.3,0.0053221839024659295,0.007080409196938498
LocStab,Moons,AF,KM,0.25,0.35,10,0.6387921617943852,0.0,0.4799888064018961,7.850462293418876e-17,0.011474119988270104,0.002673924713200931,16.0,0.0,1.0,0.0,2.0,0.0,0.7973669765601505,0.0
LocStab,Moons,AF,D,0.25,0.35,10,0.9342244691686101,0.0,0.40684644705690465,4.2998752849492583e-17,0.010257630026899278,0.0024449622576864175,5.0,0.0,1.0,0.0,2.0,0.0,0.9407784269740069,1.1102230246251565e-16
LocStab,Moons,AE,S,0.25,0.35,10,0.2284407618155468,0.01078959881510804,0.23785325185675701,0.11855379388181207,0.0956408599857241,0.024292387947501534,304.4,13.507035203922436,1.0,0.0,10.5,1.284523257866513,0.0,0.0
LocStab,Moons,AE,P,0.25,0.35,10,0.29271908692584764,0.022959273285964543,0.3748208090827938,0.09182815645116783,0.05915932998759672,0.014577785181759966,301.5,12.192210628101861,1.0,0.0,6.8,0.7483314773547882,0.002887053529721981,0.004853016453643799
LocStab,Moons,AE,KM,0.25,0.35,10,0.30821875325261516,0.016453885598051755,0.4761095382332753,0.011045726115315374,0.0352213199948892,0.006291512636876749,150.4,9.58331884056875,1.0,0.0,5.4,0.4898979485566356,0.3295652039932825,0.014047791729088058
LocStab,Moons,AE,D,0.25,0.35,10,0.3282648197230243,5.551115123125783e-17,0.48987714287822703,7.850462293418876e-17,0.03474742001853883,0.007133086544681344,158.3,0.45825756949558405,1.0,0.0,6.0,0.0,0.3320387588589363,0.0
LocStab,Moons,B,S,0.4,0.4,10,0.29776753951073787,0.005695100930181253,0.38889638275579436,0.001231336716812271,0.09650545000331476,0.018999940339095817,369.3,22.614375958668415,1.0,0.0,4.0,0.0,0.0,0.0
LocStab,Moons,B,P,0.4,0.4,10,0.30425887805597784,0.004459516093323666,0.3901045220815259,0.001379139931295773,0.05476497999625281,0.010550062484144732,270.2,16.4730082255792,1.0,0.0,4.0,0.0,0.0008110532115724615,0.003208593690484692
