Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
LocPop,Moons,B,S,0.25,0.35,10,0.3142127880532564,0.018318491500256853,0.47933350545327436,0.012301950775914113,0.07731224001036026,0.016214739946088828,342.5,23.5,1.0,0.0,5.4,0.4898979485566356,0.0,0.0
LocPop,Moons,B,P,0.25,0.35,10,0.3256255225177644,0.01588527432568576,0.4871782821905956,0.0112103853049495,0.04548356999293901,0.0074799364217916125,326.1,26.055517649818434,1.0,0.0,5.7,0.45825756949558405,0.0013882204243029674,0.003378634292739229
LocPop,Moons,B,KM,0.25,0.35,10,0.3169611587414373,0.018954195457160455,0.4795399033553169,0.011610918130749609,0.02461480000638403,0.0024144488607126587,152.4,8.879189152169246,1.0,0.0,5.4,0.4898979485566356,0.32285733540087086,0.012261603279785427
LocPop,Moons,B,D,0.25,0.35,10,0.3016431241915578,0.0015268226926274631,0.4701058565517367,0.0005328531494225753,0.02632910998654552,0.0025174487437051194,157.3,0.45825756949558405,1.0,0.0,5.0,0.0,0.30554947429500084,0.0015153579032873305
LocPop,Moons,AF,S,0.25,0.35,10,0.30346641364224763,0.012466648913811034,0.47172128489609844,0.007288124924609844,0.07674167000805028,0.010217556236832116,340.6,24.532427519509763,1.0,0.0,5.1,0.3,0.0,0.0
LocPop,Moons,AF,P,0.25,0.35,10,0.3265417776607751,0.016944981532160203,0.4840072891535748,0.011866020053468792,0.045195939997211096,0.0041871297000359315,316.4,27.44521816273283,1.0,0.0,5.6,0.4898979485566356,0.0011960090794168165,0.0037441912390590764
LocPop,Moons,AF,KM,0.25,0.35,10,0.3245316682978151,0.01274274698459764,0.4764060488701286,0.01416168422396383,0.02383637999300845,0.001898083311725035,148.0,11.670475568716126,1.0,0.0,5.4,0.4898979485566356,0.3325703312605139,0.01978524340469806
LocPop,Moons,AF,D,0.25,0.35,10,0.31414958010993754,0.0,0.4648440063797322,5.551115123125783e-17,0.02615431000594981,0.002362535922792956,150.0,0.0,1.0,0.0,5.0,0.0,0.31814090196384853,0.0
LocPop,Moons,AE,S,0.25,0.35,10,0.317759089847954,0.01847171036871662,0.4818936427767807,0.012602598936430169,0.07622559000155889,0.0103234221338488,336.6,24.368832553078942,1.0,0.0,5.5,0.5,0.0,0.0
LocPop,Moons,AE,P,0.25,0.35,10,0.32251885261203456,0.01490658360813538,0.48784456707031304,0.011082949765539432,0.048678960010875016,0.011551271954926534,323.0,25.984610830258745,1.0,0.0,5.7,0.45825756949558405,0.0013512759063334407,0.003495408107957317
LocPop,Moons,AE,KM,0.25,0.35,10,0.31604728697657813,0.01781902517552804,0.4797360468782714,0.011849605763410397,0.026050559995928778,0.0054034161826819575,153.0,9.186947262284681,1.0,0.0,5.4,0.4898979485566356,0.3218363465736214,0.013440020677171276
LocPop,Moons,AE,D,0.25,0.35,10,0.3016431241915578,0.0015268226926274631,0.4701058565517367,0.0005328531494225753,0.025648539996473117,0.0033278188869731366,157.3,0.45825756949558405,1.0,0.0,5.0,0.0,0.30554947429500084,0.0015153579032873305
LocPop,Moons,B,S,0.4,0.4,10,0.29776753951073787,0.005695100930181253,0.38889638275579436,0.001231336716812271,0.07643161000451074,0.010860592186819153,369.3,22.614375958668415,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Moons,B,P,0.4,0.4,10,0.30425887805597784,0.004459516093323666,0.3901045220815259,0.001379139931295773,0.03729850000236183,0.0033540792663023103,270.2,16.4730082255792,1.0,0.0,4.0,0.0,0.0008110532115724615,0.003208593690484692
LocPop,Moons,B,KM,0.4,0.4,10,0.3064669498783942,0.0,0.3907772806593846,0.0,0.01714904999244027,0.0023525690742716,86.5,1.02469507659596,1.0,0.0,4.0,0.0,0.5787134291187066,0.0
LocPop,Moons,B,D,0.4,0.4,10,0.3064669498783942,0.0,0.3907772806593846,0.0,0.02193748000427149,0.004288249430032768,123.0,0.0,1.0,0.0,4.0,0.0,0.3102430193656577,5.551115123125783e-17
LocPop,Moons,AF,S,0.4,0.4,10,0.3064669498783942,0.0,0.3907772806593846,0.0,0.0777342699933797,0.009473237077305761,374.2,25.506077707087776,1.0,0.0,4.0,0.0,0.0,0.0
