Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
LocPop,Cancer,AF,KM,0.4,0.4,10,0.059259733450657805,0.0,0.3601733004200276,5.551115123125783e-17,0.07465768001275137,0.009060053964411396,171.8,1.6,1.0,0.0,7.0,0.0,0.10301113289624113,0.0006717345349183113
LocPop,Cancer,AF,D,0.4,0.4,10,0.05913476182727031,0.00019089730796490663,0.3566494957363219,0.005382700565773713,0.02714307000278495,0.003241399925638863,35.0,0.0,1.0,0.0,7.3,0.45825756949558405,0.0,0.0
LocPop,Cancer,AE,S,0.4,0.4,10,0.05881529277295609,8.24704361966275e-06,0.34154755854387053,0.006859694037283979,0.42622952999081465,0.017216169901889292,561.7,1.9519221295943134,1.0,0.0,8.7,0.6403124237432849,0.0,0.0
LocPop,Cancer,AE,P,0.4,0.4,10,0.058816207515036946,4.9006903722642605e-06,0.34670608603008635,0.0029882953707577598,0.13507320999051445,0.014102232032571438,314.0,9.979979959899719,1.0,0.0,8.2,0.39999999999999997,2.4154024271597606e-05,0.00026117669240772567
LocPop,Cancer,AE,KM,0.4,0.4,10,0.05881865786022307,6.938893903907228e-18,0.3482002337154652,7.021666937153402e-17,0.07385958999511785,0.004535736967267948,174.8,1.6,1.0,0.0,8.0,0.0,0.10257126103581135,0.000671962925504127
LocPop,Cancer,AE,D,0.4,0.4,10,0.05881865786022307,6.938893903907228e-18,0.3482002337154652,7.021666937153402e-17,0.02513934999005869,0.0015809177388311532,35.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
KMeans,Iris,-,-,,,10,0.6173549250167925,0.008340767610736223,0.4602576189139381,0.0009281391262555301,0.07268355999258347,0.022559854676208982,,,,,,,,
DBSCAN,Iris,-,-,,,10,0.0,0.0,,,0.0029363100067712365,0.0008881069694285322,,,,,,,,
LocPop,Iris,B,S,0.2,0.2,10,0.46717038601264377,0.0013998371974090283,0.14167147779477496,0.014633636133521869,0.013659810007084161,0.0008262982410201979,160.3,9.455686120002081,1.0,0.0,13.7,0.45825756949558394,0.0,0.0
LocPop,Iris,B,P,0.2,0.2,10,0.45156803925540406,0.01604421418261656,0.16656103266688493,0.03122374993692494,0.010009909991640597,0.0007155440943156628,146.0,10.75174404457249,1.0,0.0,13.2,0.8717797887081348,-0.0010364088057029956,0.005891729060426431
LocPop,Iris,B,KM,0.2,0.2,10,0.4477313490064641,0.010488856554111253,0.18803979679146515,0.00783542907238971,0.005691729992395267,0.0002483718467186558,38.7,0.9,1.0,0.0,12.0,0.0,0.612218851011808,0.008734935527579646
LocPop,Iris,B,D,0.2,0.2,10,0.46469485053211923,0.0,0.1633243681330181,3.0404709722440586e-17,0.008853139990242198,0.0007149441373782301,115.6,0.9165151389911681,1.0,0.0,13.0,0.0,0.0,0.0
LocPop,Iris,AF,S,0.2,0.2,10,0.46429185974091175,0.0009162243272875064,0.1682498636513855,0.014043985502209652,0.013749459997052326,0.0007719140967698296,161.4,9.509994742374992,1.0,0.0,12.7,0.45825756949558405,0.0,0.0
LocPop,Iris,AF,P,0.2,0.2,10,0.452247642980948,0.017304510951949414,0.16806444939446769,0.01056862041854923,0.008632869989378377,0.0011976805932865943,139.2,12.921300244170476,1.0,0.0,12.7,0.45825756949558394,-6.286583466546535e-05,0.006250472258533285
LocPop,Iris,AF,KM,0.2,0.2,10,0.45250256585187787,1.1102230246251565e-16,0.1769010759016208,2.3221980631040627e-17,0.004737850010860712,0.000663811666149842,40.9,0.3,1.0,0.0,12.0,0.0,0.5760734372835464,0.007431205929547269
LocPop,Iris,AF,D,0.2,0.2,10,0.46348531075228594,5.551115123125783e-17,0.19362233347174723,1.7554167342883506e-17,0.006732310011284426,0.0009712291620009245,117.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0
LocPop,Iris,AE,S,0.2,0.2,10,0.44908895865245835,0.01278650097338396,0.15177451196084224,0.014535723072832052,0.009984669997356832,0.0009496108972708493,157.3,9.423905772024677,1.0,0.0,13.9,0.7000000000000001,0.0,0.0
LocPop,Iris,AE,P,0.2,0.2,10,0.4453842341902706,0.021544750693815055,0.167259017429897,0.025057300868299322,0.007845470012398437,0.0022280735873011492,143.6,10.307278981380101,1.0,0.0,13.5,0.806225774829855,0.00037651669749925895,0.006709538824240757
LocPop,Iris,AE,KM,0.2,0.2,10,0.45445985011362994,0.003877111705939536,0.19587924061737919,0.001457796532043976,0.004384369996841997,0.0007244416262902729,39.3,1.0999999999999999,1.0,0.0,12.0,0.0,0.6101766492489153,0.005949652745149213
LocPop,Iris,AE,D,0.2,0.2,10,0.46469485053211923,0.0,0.1633243681330181,3.0404709722440586e-17,0.006694630003767088,0.0016442572705405096,115.6,0.9165151389911681,1.0,0.0,13.0,0.0,0.0,0.0
LocPop,Iris,B,S,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.010295950004365294,0.0013647611897704272,146.5,1.5,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,B,P,0.25,0.35,10,0.5043277170355767,0.0019430807639709614,0.2656619528560407,0.002958580128539204,0.006587800005218014,0.0007850455008014768,122.8,5.5641710972974225,1.0,0.0,7.0,0.0,-0.004122089237675802,0.003321094494620682
LocPop,Iris,B,KM,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.004665559995919466,0.0006466288381152709,56.7,0.9,1.0,0.0,7.0,0.0,0.5090913122173275,0.0013129625552387501
LocPop,Iris,B,D,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.005162820004625246,0.0009070764283525695,68.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,AF,S,0.25,0.35,10,0.5050476669151938,0.0005031810047369412,0.272637914353908,0.016910503124273637,0.010049220005748793,0.0014872419040234948,146.3,1.4177446878757827,1.0,0.0,6.8,0.39999999999999997,0.0,0.0
LocPop,Iris,AF,P,0.25,0.35,10,0.5049218716640095,0.0005764662606177415,0.2768655401349764,0.0193734151516928,0.006854240002576261,0.0009489961466078476,122.8,5.491812087098393,1.0,0.0,6.7,0.45825756949558405,-0.004131908172502254,0.0033706960797661952
LocPop,Iris,AF,KM,0.25,0.35,10,0.50404130490572,1.1102230246251565e-16,0.3064589206024553,4.6443961262081255e-17,0.004706119996262715,0.0006893988750229386,55.5,1.5,1.0,0.0,6.0,0.0,0.5078302857693885,0.0013115257264607939
LocPop,Iris,AF,D,0.25,0.35,10,0.50404130490572,1.1102230246251565e-16,0.3064589206024553,4.6443961262081255e-17,0.005809899995801971,0.0009833476536295618,67.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
LocPop,Iris,AE,S,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.011018500005593523,0.0019017993829657034,144.3,1.7349351572897473,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,AE,P,0.25,0.35,10,0.5028704064625985,0.0024288509549637016,0.26788088795244513,0.0036982251606739957,0.00723423000308685,0.0010793513822012072,123.4,6.959885056522127,1.0,0.0,7.0,0.0,-0.004440907814986605,0.0029875278375193033
LocPop,Iris,AE,KM,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.0056958799890708175,0.0013761077702905634,56.7,0.9,1.0,0.0,7.0,0.0,0.5090913122173275,0.0013129625552387501
LocPop,Iris,AE,D,0.25,0.35,10,0.5052992574175621,1.1102230246251565e-16,0.26418266279177116,4.2998752849492583e-17,0.0067685799906030296,0.002526481997041101,68.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
LocPop,Iris,B,S,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.011080630013020709,0.001426260602186061,149.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Iris,B,P,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.007435240008635447,0.002340389282299687,117.1,5.262128846769148,1.0,0.0,4.0,0.0,-0.00435967431420089,0.0019556750847102046
LocPop,Iris,B,KM,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.005041080003138632,0.0009571369442763128,46.7,0.9,1.0,0.0,4.0,0.0,0.5541279294550534,0.0017178091845713726
LocPop,Iris,B,D,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.005156569991959259,0.0008642258536745602,53.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Iris,AF,S,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.011254249996272846,0.001882186429234491,149.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Iris,AF,P,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.007360829995013774,0.0012646574435625259,114.3,6.914477565225011,1.0,0.0,4.0,0.0,-0.00435967431420089,0.0019556750847102046
LocPop,Iris,AF,KM,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.004953290004050359,0.0007771678031849727,46.7,0.9,1.0,0.0,4.0,0.0,0.5541279294550534,0.0017178091845713726
LocPop,Iris,AF,D,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.0050375500053633,0.000648834079125077,53.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Iris,AE,S,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.010395599994808435,0.0012694546204930776,149.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
LocPop,Iris,AE,P,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.00680605000234209,0.0007868447290983465,117.1,5.262128846769148,1.0,0.0,4.0,0.0,-0.00435967431420089,0.0019556750847102046
LocPop,Iris,AE,KM,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.004898489988408983,0.0007780630624677474,46.7,0.9,1.0,0.0,4.0,0.0,0.5541279294550534,0.0017178091845713726
LocPop,Iris,AE,D,0.4,0.4,10,0.5509419495000054,1.1102230246251565e-16,0.42665697232393696,4.2998752849492583e-17,0.0053560199914500116,0.0008547521729152443,53.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
